person_id,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,customer_id,age,gender,education_level,location_type,employment_type,estimated_monthly_income,mobile_tenure_months,monthly_airtime_spend,monthly_data_usage_gb,avg_calls_per_day,avg_sms_per_day,avg_call_duration_mins,network_stability_score,digital_wallet_usage,monthly_digital_transactions,avg_transaction_amount,online_purchases_per_month,avg_online_spend,social_media_activity_score,social_network_size,mobile_banking_user,digital_loan_history,digital_engagement_score,financial_inclusion_score,employment_status,income_level,monthly_income,region,electricity_bill_avg,water_bill_avg,gas_bill_avg,total_utility_expense,utility_to_income_ratio,on_time_payments_12m,late_payments_12m,avg_delay_days,disconnection_count,payment_method,credit_risk_score,credit_risk_category,target
539,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,133,40.0,1,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,0,7590.0,1,191.3,49.14,69.03,309.47,4.08,12.0,0.0,0.0,0.0,0,850.0,1,0.21
513,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,11,29.0,1,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,1,2222.0,0,231.82,93.77,71.85,397.44,17.89,8.0,4.0,5.0,0.0,4,624.0,2,0.21
245,47397.0,2,29.0,1,0,32312.0,20.05,0.058,0,24.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
944,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,300,47.0,1,0,3,0,415.0,28.0,18.63,4.68,12.0,4.0,4.91,64.0,1.0,19.0,77.81,2.0,67.27,60.0,162.0,0.0,0.0,44.0,614.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
84,55533.0,2,31.0,4,3,9016.0,11.66,0.079,0,9.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
303,59959.0,0,4.0,3,1,33598.0,12.0,0.509,0,7.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
920,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,278,37.0,1,0,3,0,314.0,22.0,5.24,1.43,12.0,11.0,12.13,100.0,0.0,0.0,0.0,3.0,51.23,79.0,146.0,1.0,0.0,37.0,601.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
125,61417.0,0,10.0,4,0,21963.0,14.39,0.519,0,30.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
152,62678.0,2,18.0,2,1,8659.0,21.56,0.462,0,8.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
4,41587.0,0,4.0,4,3,32331.0,7.88,0.052,0,13.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
653,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,236,18.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,2,2703.0,3,84.71,12.65,6.55,103.91,3.84,12.0,0.0,0.0,0.0,0,850.0,1,0.21
560,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,152,26.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,2,3241.0,3,43.45,51.57,76.95,171.97,5.31,7.0,5.0,4.0,1.0,0,588.0,0,0.21
609,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,197,36.0,1,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,2,5570.0,3,50.03,25.83,72.12,147.98,2.66,10.0,2.0,5.0,0.0,2,803.0,1,0.21
275,21038.0,0,5.0,2,4,2196.0,9.63,0.359,0,24.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
45,25382.0,1,1.0,1,3,21456.0,17.34,0.332,0,22.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,1.0
776,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,372,32.0,0,0,0,2,425.0,26.0,51.03,10.96,2.0,21.0,10.77,55.0,0.0,0.0,0.0,2.0,8.91,13.0,137.0,0.0,1.0,9.0,432.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
444,22344.0,0,29.0,1,3,20456.0,7.2,0.195,2,9.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
302,50490.0,2,37.0,0,1,31099.0,15.42,0.136,0,8.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
110,51164.0,2,5.0,4,2,6818.0,21.67,0.312,0,13.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
848,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,438,32.0,1,1,0,0,342.0,17.0,16.72,0.36,6.0,14.0,6.32,70.0,1.0,18.0,14.21,0.0,102.68,39.0,150.0,0.0,1.0,36.0,558.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
983,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,335,34.0,0,0,0,1,241.0,25.0,49.63,2.75,8.0,21.0,15.16,84.0,1.0,20.0,34.02,1.0,65.51,45.0,150.0,0.0,0.0,41.0,474.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
559,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,151,39.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,2,3814.0,0,72.54,44.9,35.62,153.06,4.01,12.0,0.0,0.0,0.0,2,807.0,1,0.21
455,69510.0,0,34.0,6,3,2589.0,13.23,0.418,0,15.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
255,62482.0,1,27.0,0,2,9155.0,13.09,0.096,0,14.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
496,55922.0,2,15.0,2,2,6738.0,15.34,0.136,0,11.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
238,66508.0,1,2.0,0,2,19793.0,13.16,0.454,0,7.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
640,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,224,29.0,1,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,0,6260.0,3,66.71,26.85,19.51,113.07,1.81,10.0,2.0,6.0,0.0,0,788.0,1,0.21
222,62592.0,2,27.0,2,1,1619.0,23.66,0.109,0,22.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
198,37995.0,2,34.0,4,3,28882.0,11.22,0.297,0,16.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
584,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,174,38.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,1,1,3045.0,3,160.88,13.21,51.63,225.72,7.41,12.0,0.0,0.0,0.0,3,850.0,1,0.21
754,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,352,23.0,0,0,1,1,275.0,15.0,25.03,3.98,5.0,10.0,3.43,71.0,0.0,0.0,0.0,4.0,145.52,74.0,142.0,1.0,1.0,36.0,419.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
378,48889.0,2,31.0,0,4,13251.0,19.72,0.269,0,1.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,1.0
736,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,87,38.0,1,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,0,2,5300.0,3,34.42,21.03,33.11,88.56,1.67,10.0,2.0,5.0,0.0,4,697.0,2,0.21
968,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,321,30.0,1,1,1,1,271.0,37.0,12.42,1.79,7.0,16.0,6.39,70.0,1.0,14.0,65.89,0.0,167.04,35.0,178.0,1.0,1.0,50.0,554.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
534,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,129,28.0,0,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,2,1,2475.0,3,88.34,26.79,126.53,241.66,9.76,8.0,4.0,4.0,1.0,4,695.0,2,0.21
181,48809.0,2,35.0,4,0,28045.0,13.59,0.203,0,3.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
976,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,329,31.0,0,3,3,2,313.0,24.0,65.11,5.55,5.0,17.0,6.69,64.0,1.0,15.0,33.44,3.0,151.16,27.0,131.0,0.0,1.0,35.0,477.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
146,21505.0,2,33.0,0,2,19514.0,20.95,0.401,0,8.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
224,37965.0,0,9.0,2,1,13449.0,15.69,0.457,2,8.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
771,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,368,18.0,1,0,3,0,267.0,27.0,40.99,0.48,7.0,13.0,5.64,45.0,1.0,7.0,8.52,1.0,48.88,66.0,163.0,1.0,0.0,50.0,494.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
2,40731.0,2,13.0,0,0,12528.0,7.38,0.162,0,13.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
137,23456.0,2,17.0,6,1,28233.0,23.85,0.557,0,12.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
718,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,70,39.0,1,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,2,1,2473.0,1,84.34,12.47,51.57,148.38,6.0,7.0,5.0,2.0,0.0,1,593.0,0,0.21
219,67991.0,2,5.0,6,2,39870.0,23.9,0.467,0,25.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
450,70619.0,1,17.0,2,3,8190.0,8.26,0.477,0,13.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
937,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,293,35.0,1,1,0,1,108.0,25.0,52.98,1.13,8.0,9.0,10.99,73.0,1.0,15.0,75.98,3.0,104.88,70.0,178.0,1.0,1.0,59.0,463.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
123,127054.0,2,6.0,6,2,34487.0,13.15,0.203,0,9.0,250,33.278,2,3,2,4,327.26,24.08,30.10496,3.2174399999999994,8.052,11.896,5.949559999999999,74.584,0.748,11.328,35.1548,3.124,80.10556,48.468,151.5,0.624,0.34,43.112,566.204,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.0
757,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,355,36.0,1,1,1,2,256.0,34.0,22.38,2.57,7.0,11.0,10.54,55.0,1.0,16.0,81.51,3.0,93.44,55.0,170.0,1.0,1.0,58.0,561.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
854,50580.296,3,19.958,5,7,21068.998,15.33908,0.325986,1,16.026,443,19.0,1,2,1,0,443.0,28.0,32.07,1.27,7.0,19.0,3.09,84.0,1.0,19.0,16.86,1.0,173.88,59.0,164.0,0.0,1.0,43.0,742.0,4,3,3973.264,2,102.74743999999998,39.8,51.1794,193.72684,5.96652,8.632,3.368,4.152,0.16,5,707.208,3,0.21
